worker,duration,job,judgment,unit,wqs,wqs_initial
44131306,106.896551724,1,29,29,0.204235637023,0.237973957328
15004831,200.65,1,20,20,0.204623071583,0.136149846828
44215920,126.188481675,1,191,190,0.20517842076,0.150882759825
44294485,20.2,1,40,40,0.206562348196,0.173643120977
44243615,53.6333333333,1,210,210,0.208066525677,0.183129729855
32777726,158.5,1,4,4,0.209186419637,0.121997785548
44094520,219.5,1,6,6,0.209885600927,0.173026957618
43707962,67.8,1,5,5,0.210902721027,0.180828189941
43527907,53.0,1,2,2,0.211863353049,0.183133887586
43847974,156.758241758,1,182,182,0.212102917956,0.155162402046
44254871,79.7272727273,1,22,22,0.21242551308,0.202888438023
42687475,90.25,1,4,4,0.213076445527,0.189043407448
44272176,155.11627907,1,43,43,0.213673893544,0.153618097632
41812828,35.7727272727,1,22,22,0.214021876962,0.118941349002
44043052,153.857142857,1,7,7,0.214094664953,0.115144188483
43534804,81.3333333333,1,15,15,0.214276931401,0.176652614024
16469970,39.0,1,2,2,0.214571487768,0.170091610784
44319057,213.7,1,10,10,0.21556651475,0.196418058956
4316379,25.3492063492,1,315,315,0.216354199205,0.136507256754
43884271,31.8398058252,1,206,206,0.216388782517,0.177973280878
43398063,98.0,1,1,1,0.216436135449,0.212286290484
44062380,82.7936962751,1,349,349,0.217469260796,0.163930577603
44119043,67.4285714286,1,21,21,0.217637483779,0.175770040798
44208285,99.5890410959,1,73,72,0.218479527186,0.123796003332
42783052,80.3333333333,1,39,39,0.218875710039,0.158617395996
23503585,91.6,1,10,10,0.219226830774,0.122588850712
11145155,28.4,1,10,10,0.219539822346,0.163805238645
15555970,49.0,1,1,1,0.223271253086,0.225362309716
43991258,23.7,1,10,10,0.223869550396,0.192329000583
16715963,37.3333333333,1,6,6,0.224596000106,0.173166740486
1924522,24.2297297297,1,74,74,0.224861860396,0.14570146996
44227105,94.5217391304,1,46,46,0.225011233434,0.168198477938
40039601,85.625,1,8,8,0.22584543361,0.190960058806
39034513,245.125,1,16,16,0.225952353877,0.161398333664
42934441,54.8571428571,1,14,14,0.225990308109,0.136417898295
43709087,217.933333333,1,15,15,0.226054474731,0.179734700808
43978267,96.0,1,15,15,0.226193544099,0.106016072548
44084851,41.5333333333,1,30,30,0.2267951774,0.139576344019
34609243,72.3333333333,1,15,15,0.227324007277,0.159160929886
22489346,35.4545454545,1,11,11,0.228523204893,0.172433330963
43228472,57.9285714286,1,14,14,0.229001785179,0.200597340581
44156370,38.9333333333,1,15,15,0.229208387412,0.172101279734
44275976,124.533333333,1,15,15,0.229442823728,0.195247323102
44305197,41.1333333333,1,15,15,0.229652268476,0.153193504879
44333710,7.0,1,1,1,0.231414739015,0.206396943463
44339902,170.375,1,8,8,0.232487836426,0.183473951399
44276910,113.6,1,15,15,0.232721077808,0.176925570891
43856242,30.78125,1,32,32,0.23349709661,0.155853949243
43951421,40.2,1,15,15,0.233826599513,0.141129161437
22360250,27.8,1,5,5,0.233978846594,0.138375989449
44215950,149.631578947,1,38,38,0.234089703539,0.182760987813
44264551,92.5384615385,1,13,13,0.234549441408,0.175727666076
44110297,76.7333333333,1,45,45,0.23487646641,0.151016584799
28577612,107.909090909,1,22,22,0.235246074162,0.132479883496
44221734,42.7619047619,1,42,42,0.235601131576,0.178140801284
1855113,50.9431818182,1,88,88,0.235663162526,0.17992306283
44029695,78.2666666667,1,15,15,0.2359458474,0.187631297884
12366026,29.8888888889,1,9,9,0.235948845953,0.209078669862
43996498,69.8148148148,1,27,27,0.236091749054,0.168228789428
6082058,173.058823529,1,17,17,0.237619089849,0.125213449698
44325757,32.1333333333,1,15,15,0.237885890208,0.152001868069
19838540,80.7765363128,1,358,358,0.238012548022,0.165814074676
40233359,75.0,1,5,5,0.23822449743,0.201431171794
44277014,161.862068966,1,29,29,0.238795504101,0.189362438297
43858672,29.84375,1,96,96,0.238985716251,0.200651415214
44032696,177.789473684,1,19,19,0.239079909022,0.160371862971
44164300,79.8,1,10,10,0.239416626827,0.17162520928
43741430,23.3265306122,1,98,98,0.241687420866,0.163232416996
44225611,125.875,1,56,56,0.242674594647,0.140159037141
3671372,23.7826086957,1,23,23,0.242827086271,0.139041812067
44080758,57.7586206897,1,29,29,0.243405855009,0.170884685329
44124794,87.5,1,8,8,0.243416559931,0.118802408493
38082417,42.4666666667,1,15,15,0.244171542176,0.181431175848
43787258,59.9444444444,1,18,18,0.245519363219,0.169333483052
44082600,132.285714286,1,7,7,0.245712102443,0.136425312663
25756304,80.5384615385,1,13,13,0.245905522484,0.132368655899
6823072,105.4,1,5,5,0.246526420778,0.187611094796
43704483,47.8888888889,1,45,45,0.247078992998,0.174762891867
18972023,66.9838709677,1,62,62,0.248210590109,0.167254392175
44266069,183.083333333,1,12,12,0.248444176556,0.187508857919
43987462,38.375,1,8,8,0.248915998072,0.177775502865
44220382,82.4166666667,1,120,120,0.251440564401,0.192936135141
44276056,99.1584158416,1,101,101,0.252475366209,0.207250452001
30584198,57.1,1,10,10,0.252484814869,0.197848994983
44202411,37.7333333333,1,15,15,0.25248922153,0.192057686443
18466403,72.75,1,4,4,0.252560639626,0.194110855466
44261167,20.4637681159,1,69,69,0.252585756407,0.186871967718
43768012,149.066666667,1,15,15,0.253704034091,0.141213093193
40206876,181.4,1,5,5,0.255043323483,0.253374530612
32850083,43.2677165354,1,127,127,0.255856666717,0.169830276267
40421145,41.8,1,45,45,0.257024251848,0.138082821114
30766630,58.4705882353,1,238,238,0.257691270043,0.161627273015
16854635,62.9024390244,1,246,246,0.257890657634,0.158365716966
22500775,53.7368421053,1,19,19,0.258570353645,0.130226621597
44170407,39.0810810811,1,111,111,0.259100463529,0.199093954377
44303307,205.866666667,1,30,30,0.25928094943,0.20486199869
39513281,42.8,1,15,15,0.259440689242,0.13518435632
43887010,83.0,1,1,1,0.25958714489,0.255511816286
43522574,87.5925925926,1,27,27,0.259866147335,0.160103292671
